,PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
2230,4473,7,1436,2009-09-14,28,2.0,2.0,4,0,0,1967-09-25,0,0,0,4,4.5,4.5,2.9,3.86,401183,106196,11799500
2231,3132,7,1019,2010-08-23,90,1.0,1.0,3,3,1,1963-09-04,0,2,0,4,4.6,2.9,5.0,4.25,377001,125667,10472250
2232,5573,3,1203,2008-07-15,107,2.0,1.0,4,1,1,1970-07-25,0,0,1,3,4.7,3.1,2.8,3.49,337288,188881,13491500
2233,516,3,1027,2013-08-16,94,1.0,1.0,3,1,0,1985-08-23,0,0,1,4,5.0,2.8,2.1,3.25,307512,141929,11827400
2234,6826,9,1974,2006-05-24,124,3.0,2.0,5,1,1,1955-06-06,1,3,4,4,3.7,2.8,4.2,3.45,430247,220639,11031970
2235,6925,9,1746,2005-08-21,195,2.0,1.0,4,0,1,1980-08-27,1,0,1,4,2.5,3.0,4.8,3.42,368674,149462,9964150
2236,1693,6,1711,2011-10-08,134,2.0,1.0,4,1,0,1985-10-14,2,2,4,4,2.1,4.7,2.9,3.2,430455,81992,10248940
2237,2026,8,1918,2011-07-07,150,2.0,1.0,5,2,1,1969-07-17,1,1,1,4,2.3,2.8,4.1,3.235,490397,163466,12574290
2238,3683,7,1083,2010-04-02,114,1.0,1.0,3,3,0,1997-04-05,2,0,4,0,2.6,4.7,2.1,3.03,196056,56753,5159375
2239,1370,7,826,2012-01-09,139,1.0,1.0,2,1,0,1998-01-12,2,2,4,0,4.7,4.6,4.8,4.71,209081,92925,4646250
2240,1775,9,1624,2011-09-16,109,2.0,1.0,4,3,0,1971-09-26,2,2,4,3,2.4,4.2,3.1,3.42,289018,108382,9031800
2241,427,3,1122,2013-11-21,139,1.0,1.0,3,1,0,1985-11-28,0,0,4,4,3.4,2.9,4.6,3.56,408592,210886,13180400
2242,454,1,1906,2013-10-30,169,2.0,1.0,5,1,0,1972-11-09,0,3,4,3,2.7,4.8,2.2,3.025,600629,260273,20020970
2243,1955,3,849,2011-07-30,132,1.0,1.0,3,3,0,1979-08-07,2,3,4,3,2.3,2.4,4.0,2.85,190651,84734,7061130
2244,2516,2,1793,2011-02-24,108,1.0,1.0,4,1,1,1983-03-03,1,3,4,3,4.8,4.7,3.5,4.255,448462,179385,12813210
2245,7049,9,1936,2004-07-18,198,3.0,2.0,5,2,1,1995-07-21,1,2,0,2,4.7,3.2,3.2,3.58,354335,139587,10737430
2246,3776,9,1956,2010-03-07,141,3.0,2.0,5,1,1,1966-03-18,1,0,1,2,4.7,3.4,3.8,3.85,297316,67136,9590830
2247,1818,6,1778,2011-09-06,147,3.0,2.0,5,0,1,1981-09-13,1,0,0,3,3.3,4.2,4.7,4.13,357068,220542,10502000
2248,2638,7,1075,2011-01-15,75,1.0,1.0,3,0,0,2005-01-16,0,3,4,2,4.5,2.7,3.8,3.68,290479,136696,8543500
2249,3740,7,541,2010-03-16,124,1.0,1.0,2,2,1,1989-03-21,2,0,1,2,2.9,2.1,4.6,3.34,171294,73412,4894125
2250,489,3,1166,2013-09-15,110,1.0,1.0,3,2,0,1997-09-19,0,3,0,5,3.4,4.4,4.5,4.13,370453,185227,14248200
2251,2551,7,533,2011-02-11,84,1.0,1.0,2,0,0,1987-02-17,2,3,4,0,3.8,2.6,2.6,2.96,126016,33004,3000375
2252,4134,3,738,2009-12-08,76,1.0,1.0,2,1,1,1977-12-16,1,0,4,3,3.8,3.2,3.5,3.47,191515,38303,7660600
2253,4952,8,1771,2009-04-02,110,1.0,1.0,4,0,1,1993-04-06,0,1,4,4,3.6,2.6,3.8,3.44,823645,370640,20591120
2254,5127,2,1687,2009-01-18,72,1.0,1.0,4,2,1,1978-01-26,1,0,1,3,5.0,4.7,2.7,4.005,376450,68445,11407570
2255,3011,6,1970,2010-09-29,134,3.0,2.0,5,4,0,2004-09-30,0,3,4,3,3.4,4.9,3.3,3.81,493321,224237,14949120
2256,3498,7,1620,2010-05-18,12,2.0,2.0,4,1,1,1967-05-29,1,2,4,4,2.6,2.0,2.6,2.42,384857,128286,9163250
2257,1345,7,668,2012-01-15,88,1.0,1.0,2,0,0,1975-01-24,2,3,4,1,2.6,2.8,4.1,3.26,155031,41594,3781250
2258,6432,9,1542,2007-04-14,199,2.0,1.0,4,2,1,1959-04-26,1,0,0,5,3.1,2.1,3.3,2.71,344951,188155,10453060
2259,5783,8,1551,2008-04-08,81,1.0,1.0,4,3,0,1998-04-11,2,1,4,4,4.7,3.5,4.3,4.22,360636,236279,12435730
2260,3943,6,2221,2010-01-27,64,4.0,2.0,6,4,0,1990-02-01,2,0,4,4,3.1,3.6,2.6,3.05,385507,280368,11682020
2261,4749,9,1522,2009-06-18,31,2.0,1.0,4,1,0,1995-06-22,2,3,4,3,2.6,2.4,2.4,2.45,352210,92687,9268680
2262,6830,9,1539,2006-05-10,88,2.0,1.0,4,0,1,1983-05-16,1,2,0,3,3.4,5.0,2.3,3.79,306260,207467,9879360
2263,1424,8,1866,2011-12-24,88,2.0,1.0,5,4,1,1986-12-30,2,0,0,5,2.1,2.1,4.1,3.0,470348,297887,15678280
2264,810,2,1874,2012-11-16,10,2.0,1.0,5,4,1,1985-11-23,2,0,1,5,2.6,3.2,4.9,3.67,467285,233643,14602660
2265,2288,6,2097,2011-04-29,39,3.0,2.0,5,2,0,1989-05-04,2,0,4,3,2.3,2.5,3.4,2.8,437420,234713,10668780
2266,6077,3,1159,2007-11-02,108,1.0,1.0,3,2,0,1989-11-06,0,3,1,4,4.6,2.8,4.5,3.85,372465,186233,12415500
2267,1814,6,1438,2011-09-07,35,2.0,1.0,4,4,1,2001-09-09,0,2,0,5,2.5,2.7,3.0,2.76,710941,232144,14509000
2268,939,3,863,2012-07-08,120,1.0,1.0,3,4,0,1990-07-14,2,2,4,3,4.2,4.9,5.0,4.72,234938,36709,7341810
2269,2200,7,1292,2011-05-22,142,1.0,1.0,3,3,0,1979-05-30,0,1,4,4,3.2,3.3,4.7,3.83,403221,258475,10339000
2270,4337,2,1691,2009-10-16,153,1.0,1.0,4,3,1,1981-10-23,1,2,0,3,2.7,4.5,2.8,3.19,476887,188245,12549660
2271,6602,2,1894,2007-01-16,98,2.0,1.0,5,2,1,1969-01-25,1,2,4,3,3.5,4.6,2.9,3.535,494536,228247,12680410
2272,5320,3,1174,2008-10-21,8,1.0,1.0,3,2,0,1973-10-30,0,1,4,5,3.9,3.2,3.1,3.38,413176,159939,13328250
2273,6900,9,1838,2005-10-15,88,3.0,2.0,5,0,0,1961-10-26,1,3,4,5,2.4,2.6,4.7,3.18,388155,209006,9952680
2274,1490,7,1582,2011-12-06,75,2.0,2.0,4,3,0,2006-12-07,0,0,0,3,4.0,2.2,3.4,3.22,389693,289127,12570750
2275,5595,6,1951,2008-07-08,111,3.0,2.0,5,4,0,2000-07-10,1,3,0,3,2.2,2.6,4.2,3.12,488648,78184,9772960
2276,1441,7,1237,2011-12-18,14,1.0,1.0,3,3,1,1989-12-23,2,3,4,1,2.4,2.3,4.7,3.29,279779,143301,6823875
2277,3921,9,1989,2010-02-01,126,3.0,2.0,5,4,1,1973-02-10,2,3,1,1,2.5,2.7,3.7,2.95,339967,119448,9188290
2278,4862,3,1129,2009-05-05,86,1.0,1.0,3,1,1,1979-05-13,0,2,4,5,2.8,2.1,3.6,2.76,482265,58456,14614100
2279,4637,3,768,2009-07-25,77,1.0,1.0,2,4,1,1973-08-03,1,1,1,5,4.5,2.1,4.3,3.48,216410,89549,7462400
2280,950,3,1056,2012-06-28,157,1.0,1.0,3,4,0,1972-07-08,2,3,1,3,2.5,2.1,3.5,2.64,207922,62376,6930720
2281,411,8,1585,2013-12-02,71,1.0,1.0,4,3,0,1970-12-13,0,0,1,5,2.6,3.4,2.6,2.8,498564,213670,17805860
2282,5335,6,1789,2008-10-15,4,3.0,2.0,5,1,1,2000-10-17,1,0,0,4,3.2,3.4,4.4,3.74,356231,142492,11874360
2283,6928,9,1869,2005-08-19,22,3.0,2.0,5,1,0,1991-08-23,0,3,1,5,4.9,2.0,4.1,3.36,621712,175355,15941330
2284,4336,7,520,2009-10-16,60,1.0,1.0,2,4,0,1990-10-21,0,2,0,1,2.4,4.9,2.6,3.23,178373,57709,5246250
2285,847,3,738,2012-10-16,8,1.0,1.0,2,1,1,2000-10-19,0,3,1,4,3.8,4.5,2.3,3.63,276250,148750,10625000
2286,2297,9,1914,2011-04-25,198,3.0,2.0,5,0,1,2003-04-27,1,3,0,4,2.6,2.4,4.6,3.11,424125,117813,11781260
2287,4857,2,1576,2009-05-07,188,1.0,1.0,4,3,0,1993-05-11,2,0,0,3,4.6,4.6,4.5,4.56,452160,188400,12560000
2288,4847,3,869,2009-05-09,133,1.0,1.0,3,4,0,1972-05-18,1,1,0,3,3.3,3.4,4.9,3.82,225454,61488,6831950
2289,3144,0,635,2010-08-20,134,1.0,1.0,2,4,0,1970-08-30,1,1,0,3,3.1,4.5,2.0,2.83,210032,36005,6000900
2290,6728,2,1875,2006-11-06,40,2.0,1.0,5,1,1,1998-11-08,1,1,0,4,4.2,4.4,2.6,3.61,556330,248884,14640260
2291,4794,6,2344,2009-05-31,181,4.0,2.0,6,3,0,1992-06-04,0,3,0,5,3.8,2.4,4.6,3.7,777513,322384,18963740
2292,2248,2,1804,2011-05-09,69,2.0,1.0,5,3,1,1987-05-15,1,0,0,5,2.2,2.8,2.6,2.51,536773,145074,14507380
2293,2859,0,985,2010-11-14,100,1.0,1.0,3,3,0,1970-11-24,2,2,0,1,3.1,3.0,2.7,2.88,250764,88505,7375400
2294,3312,2,1589,2010-07-08,117,1.0,1.0,4,3,1,1992-07-12,0,0,1,4,4.7,3.5,2.7,3.6,691048,298831,18676960
2295,2255,7,1390,2011-05-07,14,2.0,2.0,4,3,1,1978-05-15,2,0,0,1,2.5,3.4,3.5,3.17,365286,166761,7941000
2296,2478,6,2435,2011-03-09,47,4.0,2.0,6,3,0,1996-03-12,1,0,0,5,2.1,4.3,3.9,3.48,568097,103290,12911300
2297,2777,0,1145,2010-12-07,28,1.0,1.0,3,3,1,1981-12-14,2,3,0,5,2.3,4.6,4.7,3.96,424978,23610,11804935
2298,5995,3,714,2007-12-25,109,1.0,1.0,2,0,0,1988-12-29,1,0,0,5,3.0,2.7,4.7,3.39,262126,73723,8191450
2299,4863,3,1174,2009-05-05,22,1.0,1.0,3,3,0,1984-05-11,0,3,0,3,3.9,3.4,3.7,3.64,376424,64901,12980150
2300,6164,2,1936,2007-09-16,199,2.0,1.0,5,1,0,1980-09-22,0,0,0,3,5.0,2.8,2.3,3.37,533016,362451,21320640
2301,4058,7,1477,2009-12-27,65,2.0,2.0,4,0,0,1983-01-03,0,0,1,2,3.8,4.2,2.9,3.56,376134,89084,9898250
2302,1087,7,1017,2012-03-17,194,1.0,1.0,3,1,1,2006-03-19,0,0,0,1,3.2,2.2,3.8,3.14,466344,116586,9715500
2303,807,3,943,2012-11-19,111,1.0,1.0,3,1,0,1995-11-24,2,0,1,3,2.1,4.6,2.0,3.07,215904,115663,7710860
2304,5567,8,1515,2008-07-18,63,1.0,1.0,4,0,0,1975-07-27,2,0,1,4,2.9,4.2,3.4,3.45,433793,205481,11415610
2305,609,3,1071,2013-05-17,151,1.0,1.0,3,4,0,1976-05-26,2,0,4,5,4.2,4.3,4.2,4.24,287588,102047,9277020
2306,5530,9,1937,2008-08-02,153,3.0,2.0,5,3,0,1998-08-05,2,3,4,3,4.0,2.8,3.8,3.4,394821,224088,10670850
2307,2241,6,2440,2011-05-12,68,4.0,2.0,6,3,1,2000-05-14,2,3,4,5,3.5,3.0,2.1,2.79,469162,113736,14217020
2308,2233,3,892,2011-05-14,182,1.0,1.0,3,0,1,1985-05-20,2,0,1,3,3.0,4.5,2.6,3.48,232799,88303,8027540
2309,3195,9,1951,2010-08-07,37,3.0,2.0,5,0,0,1998-08-10,0,1,4,3,3.2,4.7,3.7,4.03,547260,156360,15635990
2310,3727,7,1452,2010-03-21,141,2.0,2.0,4,3,0,1997-03-24,2,2,4,3,4.3,3.0,2.3,3.11,352363,144149,8008250
2311,7074,9,1605,2004-05-21,16,2.0,1.0,4,4,0,1978-05-28,0,1,4,1,3.1,4.6,2.3,3.54,409863,163945,11710370
2312,1636,3,733,2011-10-23,62,1.0,1.0,2,1,0,1996-10-26,2,0,4,3,4.4,4.8,4.7,4.65,217142,112315,7487660
2313,2106,7,616,2011-06-17,106,1.0,1.0,2,1,0,1975-06-26,2,0,0,2,4.2,3.4,4.6,4.12,272600,43616,5452000
2314,955,2,1525,2012-06-21,121,1.0,1.0,4,1,0,1997-06-25,2,2,1,4,5.0,2.3,4.3,4.045,360570,216342,12019000
2315,4599,6,1577,2009-08-04,166,2.0,1.0,4,0,0,2004-08-05,2,3,4,3,4.5,3.4,4.2,4.05,359504,184361,9218040
2316,4496,0,1002,2009-09-10,149,1.0,1.0,3,2,1,2001-09-12,2,3,4,0,3.6,4.1,4.4,4.1,231934,46387,7731120
2317,5923,9,1792,2008-02-01,163,2.0,1.0,4,0,1,1963-02-12,0,1,0,3,4.5,3.2,2.6,3.35,553351,261304,15370850
2318,218,3,721,2014-07-09,118,1.0,1.0,2,2,1,1982-07-17,2,3,1,5,2.4,3.9,2.9,3.15,222526,47684,7947370
2319,674,8,1530,2013-03-19,51,1.0,1.0,4,2,1,2003-03-22,0,1,1,3,3.2,4.9,4.3,4.12,658935,156064,17340400
2320,5476,3,723,2008-08-24,178,1.0,1.0,2,2,1,1993-08-28,0,3,1,5,2.5,4.9,3.4,3.73,341109,181214,10659650
2321,4299,0,840,2009-10-27,116,1.0,1.0,3,2,0,1988-11-01,2,0,4,1,3.9,3.9,3.5,3.7,210509,32892,6578415
2322,1431,7,1254,2011-12-22,125,1.0,1.0,3,1,1,1994-12-26,2,2,1,4,4.8,3.1,4.2,4.05,320272,112528,8656000
2323,3837,7,1129,2010-02-19,195,1.0,1.0,3,3,1,1983-02-26,2,2,4,1,2.6,2.7,2.5,2.59,297718,64721,6472125
2324,2149,0,1272,2011-06-05,102,2.0,2.0,4,4,0,1991-06-10,1,1,4,5,4.4,3.3,2.3,3.13,385694,128565,9889600
2325,6466,0,1085,2007-03-28,66,1.0,1.0,3,1,1,1975-04-05,1,0,4,2,3.4,3.7,2.6,3.06,321130,17841,8920280
2326,1569,9,1922,2011-11-10,168,3.0,2.0,5,3,0,2000-11-12,2,2,4,3,4.4,4.0,2.3,3.59,354388,118129,10739020
2327,5656,3,994,2008-06-11,116,1.0,1.0,3,1,0,1980-06-18,0,2,1,4,4.8,3.8,3.5,4.01,357573,184554,11534600
2328,7031,9,1798,2004-09-05,44,2.0,1.0,4,2,1,1956-09-17,1,2,1,4,2.1,3.7,2.7,3.0,291709,94100,9409960
2329,2418,9,1544,2011-03-27,16,2.0,1.0,4,2,0,1997-03-30,0,0,1,4,3.2,3.8,3.5,3.56,393146,117944,13104880
2330,5899,9,1740,2008-02-14,92,2.0,1.0,4,3,1,1978-02-21,2,3,0,5,2.9,3.5,4.9,3.77,426731,207269,12192300
2331,4400,9,1676,2009-10-04,22,2.0,1.0,4,4,0,1962-10-16,1,1,0,4,2.6,4.7,2.5,3.52,303708,107191,8932590
2332,5526,0,1209,2008-08-04,55,2.0,2.0,4,3,1,1989-08-09,1,2,4,4,3.6,4.9,4.3,4.21,352185,85378,10672285
2333,3739,6,1397,2010-03-18,190,2.0,1.0,4,0,1,1993-03-22,0,2,4,3,4.3,3.7,2.1,3.24,434334,114971,12774540
2334,1289,7,1028,2012-01-30,11,1.0,1.0,3,2,1,2001-02-01,1,1,1,4,3.0,4.0,3.0,3.3,326014,63785,7087250
2335,2615,0,1063,2011-01-24,88,1.0,1.0,3,1,1,2004-01-26,2,2,4,3,4.7,3.8,3.7,4.02,336826,115784,10525805
2336,2170,9,1596,2011-05-29,99,2.0,1.0,4,4,1,1956-06-11,1,3,4,5,2.5,3.4,3.4,3.1,375857,96374,9637350
2337,4934,0,648,2009-04-12,140,1.0,1.0,2,2,0,1985-04-18,0,3,1,3,3.4,2.1,3.4,3.14,257413,80442,8044160
2338,2141,9,1732,2011-06-07,188,2.0,1.0,4,1,0,2005-06-08,2,1,1,2,4.5,2.6,2.1,2.93,276311,80219,8913270
2339,6271,3,1100,2007-07-25,79,1.0,1.0,3,1,0,1981-07-31,2,1,1,5,3.2,2.0,4.5,3.11,238464,45859,9171700
2340,270,3,1182,2014-05-19,47,1.0,1.0,3,1,0,1983-05-27,2,0,0,5,2.9,3.0,4.9,3.54,337180,152275,10876790
2341,2427,6,2137,2011-03-24,130,3.0,2.0,5,4,0,1991-03-29,2,2,4,5,4.9,2.2,2.9,3.29,366127,212590,11810540
2342,738,3,1298,2013-01-09,124,2.0,1.0,4,1,1,1977-01-18,0,2,4,5,4.7,4.2,2.8,3.93,528198,128048,16006000
2343,2675,9,1581,2011-01-08,167,2.0,1.0,4,0,1,1996-01-12,1,3,1,1,5.0,4.6,2.3,4.01,310536,131978,7763400
2344,7059,9,1520,2004-06-25,29,2.0,1.0,4,1,0,1975-07-03,2,2,4,0,2.5,4.0,4.7,3.84,278330,112836,7522430
2345,4843,3,785,2009-05-11,83,1.0,1.0,2,0,0,1976-05-19,2,1,1,5,4.8,4.1,3.6,4.16,190715,95358,7335200
2346,7039,9,1929,2004-08-18,196,3.0,2.0,5,3,1,1973-08-26,0,1,0,2,3.7,4.8,2.3,3.78,562480,160709,16070870
2347,2740,3,765,2010-12-18,195,1.0,1.0,2,2,1,1970-12-28,1,1,4,3,3.8,2.8,2.7,3.07,178376,41164,6860600
2348,3121,6,2215,2010-08-26,88,3.0,2.0,5,4,1,1998-08-29,1,0,0,3,2.0,2.0,2.8,2.32,405868,127559,11596240
2349,2561,6,1599,2011-02-09,88,2.0,1.0,4,1,1,1991-02-14,1,3,0,3,4.3,2.2,4.2,3.63,304458,213121,10148600
2350,4649,6,1320,2009-07-22,123,1.0,1.0,3,2,0,1997-07-25,0,0,0,3,4.5,2.2,3.8,3.53,450347,225174,11851240
2351,5889,8,1527,2008-02-17,10,1.0,1.0,4,1,1,1970-02-26,0,2,1,5,4.8,3.1,2.0,3.115,710076,280293,18686210
2352,1888,3,803,2011-08-17,103,1.0,1.0,3,3,0,1991-08-22,1,3,1,4,4.7,4.6,4.5,4.6,183908,34057,6811400
2353,1110,0,778,2012-03-12,61,1.0,1.0,2,2,0,1996-03-16,0,3,0,2,4.5,3.1,3.6,3.77,294646,19643,9821540
2354,5404,8,1917,2008-09-21,16,2.0,1.0,5,0,0,1997-09-24,2,1,4,4,2.9,3.3,2.4,2.775,564223,70528,14105580
2355,333,8,1762,2014-03-12,45,1.0,1.0,4,1,0,1973-03-22,0,3,1,3,3.1,4.7,4.3,4.04,476659,91665,18333020
2356,1937,2,1662,2011-08-04,167,1.0,1.0,4,1,1,1988-08-09,1,3,4,4,3.6,4.3,3.3,3.655,516676,232504,12916910
2357,5479,0,691,2008-08-21,76,1.0,1.0,2,2,0,1977-08-29,1,1,1,3,3.8,2.3,4.2,3.7,203484,38497,5499565
2358,740,3,1142,2013-01-08,74,1.0,1.0,3,3,0,1978-01-17,1,0,0,3,4.8,5.0,4.3,4.73,282475,145517,8559850
2359,2986,7,965,2010-10-05,60,1.0,1.0,3,3,1,1974-10-14,1,3,0,2,3.3,4.3,4.2,3.96,199245,59774,6641500
2360,7104,9,1793,2004-01-26,140,2.0,1.0,4,4,1,1953-02-07,1,2,1,0,4.5,4.7,2.3,3.93,237331,62823,6980320
2361,1078,3,1021,2012-03-20,85,1.0,1.0,3,0,0,1980-03-28,2,0,4,5,2.9,4.7,2.2,3.41,241924,158181,9304770
2362,4757,3,1097,2009-06-15,121,1.0,1.0,3,0,1,2000-06-17,0,1,0,5,3.5,4.5,4.2,4.11,401624,193374,14874950
2363,1870,9,1753,2011-08-23,42,2.0,1.0,4,3,0,1961-09-04,2,2,1,0,2.2,4.7,3.0,3.57,221696,96992,6928000
2364,2737,8,1941,2010-12-20,71,2.0,1.0,5,0,1,1998-12-23,2,2,0,5,2.2,3.9,3.1,3.03,578850,132309,16538570
2365,446,3,1067,2013-11-06,138,1.0,1.0,3,2,0,1982-11-14,1,3,0,5,4.0,4.3,2.2,3.58,227811,145799,9112450
2366,885,3,733,2012-09-06,29,1.0,1.0,2,1,1,1987-09-13,0,0,1,4,4.3,2.6,3.1,3.26,348109,84390,10548750
2367,262,2,1856,2014-05-26,99,2.0,1.0,5,4,0,1994-05-31,2,0,0,4,3.4,4.5,4.4,4.075,467548,212522,14168130
2368,6071,3,961,2007-11-03,78,1.0,1.0,3,3,0,1974-11-11,2,2,4,4,2.8,4.7,5.0,4.22,218460,84023,8402320
2369,4703,7,681,2009-07-06,59,1.0,1.0,2,2,0,1960-07-18,1,1,4,0,2.0,4.0,4.1,3.44,132013,23762,2640250
2370,2963,9,1550,2010-10-13,81,2.0,1.0,4,4,0,1994-10-17,0,0,0,1,3.3,2.8,4.0,3.29,493507,209740,12337670
2371,83,2,1766,2014-11-30,73,1.0,1.0,4,4,0,1991-12-06,0,1,1,3,3.7,2.0,3.0,2.995,602559,301279,17722310
2372,2022,3,983,2011-07-08,49,1.0,1.0,3,4,0,1982-07-15,2,0,4,5,3.5,3.1,4.5,3.64,287311,80806,8978460
2373,3351,2,1638,2010-06-30,24,1.0,1.0,4,3,0,1991-07-05,1,0,1,3,3.3,3.8,2.6,3.145,346993,199784,10514930
2374,5200,6,2092,2008-12-18,119,3.0,2.0,5,3,0,2001-12-20,1,2,4,5,3.4,4.7,4.1,4.07,560155,228635,11431740
2375,852,3,942,2012-10-08,44,1.0,1.0,3,1,0,1982-10-16,1,3,1,5,2.3,2.4,4.3,2.94,237399,23740,7913300
2376,1631,7,1627,2011-10-24,8,2.0,2.0,4,1,0,1972-11-02,1,0,1,1,4.8,3.3,2.0,3.23,248245,127150,6054750
2377,5612,3,932,2008-06-30,139,1.0,1.0,3,3,0,1980-07-07,1,2,4,3,3.6,3.8,4.4,3.92,230099,107859,7190600
2378,4271,7,715,2009-11-03,186,1.0,1.0,2,1,0,1986-11-09,1,0,4,2,3.4,3.0,3.9,3.48,218945,56009,5091750
2379,4696,7,1140,2009-07-09,194,1.0,1.0,3,1,1,1959-07-22,2,0,0,0,4.5,2.3,3.1,3.28,202089,104304,6519000
2380,326,2,1658,2014-03-18,113,1.0,1.0,4,3,1,1987-03-25,2,0,4,5,4.9,2.8,2.6,3.455,373769,129382,14375730
2381,3401,0,1112,2010-06-15,26,1.0,1.0,3,0,0,1992-06-19,0,0,1,2,2.0,2.5,5.0,3.6,388742,35340,11780070
2382,2686,2,1584,2011-01-06,9,1.0,1.0,4,4,0,1976-01-15,2,2,1,4,2.8,2.6,2.1,2.47,298650,77428,11061120
2383,6914,9,1894,2005-09-05,34,3.0,2.0,5,1,0,1987-09-10,0,3,1,5,4.6,2.9,3.3,3.45,560886,240380,16025310
2384,4813,0,791,2009-05-22,92,1.0,1.0,2,3,1,1989-05-27,1,2,4,1,3.4,2.1,4.1,3.49,231819,6818,6818200
2385,3292,3,715,2010-07-14,50,1.0,1.0,2,4,0,1975-07-23,2,2,0,4,2.1,3.7,2.4,2.83,218514,80122,7283800
2386,3183,6,2495,2010-08-11,191,4.0,2.0,6,2,0,1982-08-18,1,2,0,5,3.0,3.0,2.7,2.88,474869,174952,12496560
2387,2988,7,1015,2010-10-05,109,1.0,1.0,3,3,0,1966-10-16,0,1,4,2,2.5,3.6,3.6,3.27,269244,186975,7479000
2388,1051,3,1125,2012-03-26,191,1.0,1.0,3,2,0,2003-03-29,0,0,4,4,2.9,4.2,2.1,3.18,340349,143994,13090350
2389,5017,2,1964,2009-03-08,156,2.0,1.0,5,1,0,1968-03-18,2,3,4,3,4.5,3.9,4.7,4.43,395886,163815,13651240
2390,1559,6,1975,2011-11-13,177,3.0,2.0,5,4,0,2002-11-15,0,3,0,3,2.7,4.9,4.4,4.04,648614,324307,15443180
2391,1358,6,1759,2012-01-13,104,2.0,1.0,4,2,0,2001-01-15,2,3,0,4,3.0,4.1,3.7,3.61,510010,95627,10625200
2392,261,3,1222,2014-05-28,76,2.0,1.0,4,4,1,1987-06-04,2,0,1,5,4.7,3.5,3.1,3.74,338220,105694,10569390
2393,2023,2,1587,2011-07-08,147,1.0,1.0,4,0,0,1969-07-18,1,3,1,5,3.8,4.4,2.7,3.51,272009,152325,10880340
2394,7047,9,1992,2004-07-28,162,3.0,2.0,5,3,1,1998-07-30,1,2,0,0,4.4,4.3,3.6,4.12,370435,150177,10011770
2395,5778,6,2458,2008-04-10,85,4.0,2.0,6,1,0,2003-04-12,0,3,0,5,5.0,2.6,3.1,3.52,765316,463218,20139900
2396,4476,0,837,2009-09-14,151,1.0,1.0,3,0,1,1972-09-23,0,0,1,3,2.1,4.4,3.1,3.06,345787,43223,10805855
2397,1159,7,964,2012-02-29,170,1.0,1.0,3,3,0,1985-03-07,0,1,4,4,3.3,4.0,4.7,4.07,361384,132214,8814250
2398,3826,7,1170,2010-02-22,78,1.0,1.0,3,0,1,1969-03-04,1,3,4,1,2.0,2.7,3.9,2.97,283404,144594,5783750
2399,712,2,1823,2013-01-29,13,2.0,1.0,5,3,1,1971-02-09,0,2,4,4,3.9,4.0,4.1,4.005,603768,270655,20819590
2400,5812,0,1159,2008-03-25,140,1.0,1.0,3,3,1,1968-04-04,1,0,0,4,2.1,3.5,2.5,2.58,334221,135777,10444400
2401,2395,0,1288,2011-04-02,45,2.0,2.0,4,1,0,1983-04-09,1,3,0,3,2.7,3.5,3.6,3.31,334129,117928,9827320
2402,308,2,1724,2014-04-09,66,1.0,1.0,4,0,1,1971-04-20,1,3,0,3,2.0,4.8,4.4,3.66,406008,233762,12303260
2403,2286,0,1130,2011-04-29,124,1.0,1.0,3,2,1,1975-05-08,1,1,0,4,3.5,3.6,2.0,2.77,348034,49719,9943840
2404,4291,2,1977,2009-10-29,153,2.0,1.0,5,4,0,1976-11-06,1,3,1,3,3.0,2.5,2.6,2.715,300826,189409,11141710
2405,1073,0,633,2012-03-21,138,1.0,1.0,2,3,0,1978-03-30,1,0,0,1,2.8,4.6,4.4,3.96,191063,5620,5619510
2406,207,3,1237,2014-07-17,41,2.0,1.0,4,2,0,1977-07-26,2,0,1,5,3.5,4.7,2.8,3.77,249835,86481,9609040
2407,6636,2,1599,2006-12-28,137,1.0,1.0,4,4,0,1972-01-06,1,0,1,3,4.1,5.0,2.2,3.565,311797,116924,9743650
2408,1311,7,969,2012-01-25,125,1.0,1.0,3,3,0,1979-02-02,1,3,1,1,4.7,2.2,2.5,3.07,181761,92814,3867250
2409,5297,3,1292,2008-10-31,166,2.0,1.0,4,3,0,1970-11-10,1,2,0,4,2.8,2.3,2.8,2.6,264855,160805,9459100
2410,578,3,1229,2013-06-14,146,2.0,1.0,4,2,0,1987-06-21,1,3,0,4,3.4,3.1,4.1,3.49,278859,102248,9295300
2411,1839,3,768,2011-09-01,87,1.0,1.0,2,2,0,2001-09-03,1,0,1,4,4.7,3.7,2.6,3.67,190106,47527,6789500
2412,6222,2,1878,2007-08-19,4,2.0,1.0,5,4,1,1967-08-29,2,3,1,5,4.3,4.6,5.0,4.655,427188,256313,14239590
2413,5315,6,2134,2008-10-23,167,3.0,2.0,5,2,1,1987-10-29,2,3,0,4,4.5,5.0,4.5,4.65,475705,167140,12856900
2414,3534,0,682,2010-05-08,6,1.0,1.0,2,1,0,1996-05-11,0,2,1,4,4.8,4.0,2.9,3.69,343368,49053,9810510
